splits_lda_cnone (eV), x_n_lda_cnone (eV), splits_lda_(eV), x_n_lda(eV), splits_pbe (eV), x_n_pbe (eV)
0.05171006414203232, 0.05171276864639865, 0.030138997371969196, 0.043417838783099696, 0.07203817510709457, 0.0619312225673431 
0.1021965695337295, 0.10219814856839446, 0.060064211567730875, 0.0865069299423417, 0.14116286829530963, 0.1215773546586299 
0.1519991804977463, 0.15199276425718392, 0.05959922403773259, 0.08581773371691047, 0.20820632166700423, 0.17963958230469185 
0.20112856681721186, 0.20110434270507874, 0.11956028910255541, 0.17211120627143547, 0.2732365969906981, 0.2361742596570806 
0.16617824860081487, 0.1661680568337003, 0.09929744869879241, 0.142913001612919, 0.3237720268612883, 0.2804147442607102 
0.2758694481979225, 0.2757968803792931, 0.03003124210839568, 0.043212853237765525, 0.3698950574710341, 0.3209862916549317 
0.3108560078611407, 0.3107498158050382, 0.03961688158319852, 0.05699527460752967, 0.41411432991001645, 0.36003893821278293 
0.35134670152268926, 0.3511885410075239, 0.009805936740321614, 0.014104469859256199, 0.464709017438574, 0.4047413647099593 
0.39694297642224696, 0.3967073221621304, 0.10485294268867211, 0.15053952754021452, 0.5210274794959955, 0.4545803855384201 
0.432312943686067, 0.43200759295276026, 0.2588194614354963, 0.37153847799548956, 0.5639307225004677, 0.4928978314433045 
0.46505325855392204, 0.46467410710081397, 0.2819852251309353, 0.4046983628605193, 0.6031169914117571, 0.528085848590963 
0.4970173020563021, 0.4965560855354426, 0.3093309427727933, 0.44392471288698365, 0.6409544404474392, 0.5621985883640844 
0.5298605139443876, 0.5293026356522121, 0.3343752564079337, 0.4797997267414208, 0.6795173529898997, 0.5970485755155042 
0.5635098222968047, 0.5628389795047101, 0.3572368647802686, 0.5124985643377387, 0.7187063934385886, 0.6325556993950144 
0.5963579887361989, 0.5955637868583001, 0.3796982157059195, 0.5446166523576522, 0.7565758838246714, 0.6670096121741111 
0.6292454045954411, 0.6283133231261977, 0.4022253190738738, 0.5768271775647562, 0.7941618746165605, 0.701318344337021 
0.6652867403772107, 0.6641829739372871, 0.4265942513082669, 0.6116887188698166, 0.8351405806814894, 0.7387421986744468 
0.7004247927002152, 0.6991355138575757, 0.450491065406538, 0.6458692862940911, 0.8747074475533807, 0.7750381552816346 
0.7347007005641407, 0.7332124627688654, 0.47393008320022106, 0.6793879081112241, 0.9129533806619401, 0.8102786093591451 
0.7717858994837058, 0.770058409546727, 0.4939674003128793, 0.7079673081400498, 0.9540678195171295, 0.8482049675702679 
0.8068940766330852, 0.8049199752452186, 0.5140467925340977, 0.7366098231468718, 0.9926016303152505, 0.8839474382033297 
0.8326792137190777, 0.8305189691833439, 0.538445279513036, 0.7715155968740863, 1.0203977681487713, 0.9101148300823858 
0.8630758554252218, 0.8606750187863161, 0.5584552209708273, 0.8000594552869408, 1.0531847371352083, 0.940868531568969 
0.8977696333122136, 0.8950685618983855, 0.5743022646187526, 0.8225700523445857, 1.0905065999930703, 0.9758398715612002 
0.9206447570368884, 0.9177434435833426, 0.5899185444377497, 0.8447538779598471, 1.1145613667966703, 0.9988456805812435 
0.9409660420025332, 0.937880777563341, 0.6065796301414524, 0.8684593259384568, 1.1357150971298702, 1.0192615382688786 
0.9609618850289863, 0.9576869979889914, 0.629223887091699, 0.9008419832637625, 1.1564335414389189, 1.039326192307973 
0.9798637446216791, 0.9764019895635636, 0.6471969734577511, 0.926461728390911, 1.1759040383665167, 1.058291137792187 
0.9977076341015734, 0.9940620638068711, 0.6607118929584884, 0.9456269729108445, 1.1941355447723287, 1.0761570454282539 
1.0152705847643329, 1.0114360616014322, 0.6740295264210596, 0.9645162871856214, 1.2120306105760728, 1.0937515009497725 
1.0325207079024394, 1.0284924731203278, 0.6870929294202107, 0.9830472763396341, 1.2322877582004281, 1.1135573820970577 
1.0490428492544857, 1.0448210524700454, 0.6997113168956574, 1.000941159537034, 1.2653264610914496, 1.145221175874294 
1.0729845596254448, 1.0684684577179153, 0.7166949898263134, 1.0251661078785494, 1.2893564888528022, 1.1686466557146096 
1.1038350120514377, 1.0989205665459736, 0.737802181679923, 1.0553762317990678, 1.3050254290056091, 1.1843697327146407 
1.1258355405112292, 1.1206194366445659, 0.7510504201897884, 1.0741852158484746, 1.3246282452183984, 1.2037738794684625 
1.1407440398554292, 1.135306189667001, 0.7641313630342543, 1.092764642465822, 1.3393275723893323, 1.218651830073226 
1.1546944734509703, 1.1490327995497438, 0.742407561116277, 1.0617202360337337, 1.3529738020799211, 1.2325713408293193 
1.1682969827668561, 1.1624054793621443, 0.7553820662864051, 1.0800785841473501, 1.3662279228489926, 1.246149403764892 
1.1816325278457762, 1.175504052892388, 0.7970091415804927, 1.139263233553802, 1.3791829823182007, 1.2594728344152213 
