# hist, gauss, lorentz, allen
1.034290881091490917e+02 1.037823918851174909e+02 1.062448830011991845e+02 1.014612821187963334e+02
1.034102970286824075e+02 1.037635271245571431e+02 1.062255468492583077e+02 1.007084560781046321e+02
1.033920906501087416e+02 1.037452493618061311e+02 1.062068123712459311e+02 9.978981997048357755e+01
1.033744421012204100e+02 1.037275316189901417e+02 1.061886519144132421e+02 9.873866436281312531e+01
1.033573261316424237e+02 1.037103485464537727e+02 1.061710394949838445e+02 9.757922745346077420e+01
1.033407189922989460e+02 1.036936763017519212e+02 1.061539506741146255e+02 9.635413203508127822e+01
1.033245983254721239e+02 1.036774924392745874e+02 1.061373624447569881e+02 9.499381511117464072e+01
1.033089430643811681e+02 1.036617758094308499e+02 1.061212531283158711e+02 9.358059143661394330e+01
1.032937333413360221e+02 1.036465064664399165e+02 1.061056022801318761e+02 9.202966820951280624e+01
1.032789504036209678e+02 1.036316655838835175e+02 1.060903906029198822e+02 9.038258899317993667e+01
1.032645765363621990e+02 1.036172353772694947e+02 1.060755998673931799e+02 8.877484632961623845e+01
1.032505949917103436e+02 1.036031990329350378e+02 1.060612128393875082e+02 8.710349047958995072e+01
1.032369899237438773e+02 1.035895406426940752e+02 1.060472132128714975e+02 8.537438928849741160e+01
1.032237463285608641e+02 1.035762451436926597e+02 1.060335855482970686e+02 8.364411561426398123e+01
1.032108499890834281e+02 1.035632982629962697e+02 1.060203152157990445e+02 8.187889892883679011e+01
1.031982874241475940e+02 1.035506864664789788e+02 1.060073883428055410e+02 8.008429929994389340e+01
1.031860458414954564e+02 1.035383969116304712e+02 1.059947917656634644e+02 7.838324197309110275e+01
1.031741130943254774e+02 1.035264174039353122e+02 1.059825129849257053e+02 7.666185441427518299e+01
1.031624776410897653e+02 1.035147363565121168e+02 1.059705401239802995e+02 7.489577094906267973e+01
1.031511285082598022e+02 1.035033427527323084e+02 1.059588618907336439e+02 7.326733814615552376e+01
1.031400552558068142e+02 1.034922261115647331e+02 1.059474675420882477e+02 7.164731838453853641e+01
1.031292479451700643e+02 1.034813764554183138e+02 1.059363468509793762e+02 7.003179163248299233e+01
1.031186971095050637e+02 1.034707842802723263e+02 1.059254900757590860e+02 6.846217075320740264e+01
1.031083937260251417e+02 1.034604405279098955e+02 1.059148879317340288e+02 6.692316117942733911e+01
1.030983291902670942e+02 1.034503365600816664e+02 1.059045315646833672e+02 6.544166391286587725e+01
1.030884952921250743e+02 1.034404641344459463e+02 1.058944125261959925e+02 6.399906535649864026e+01
1.030788841935138862e+02 1.034308153821442176e+02 1.058845227506857611e+02 6.259256927995042474e+01
1.030694884075343651e+02 1.034213827868833562e+02 1.058748545339495308e+02 6.121061591146376912e+01
1.030603007790212615e+02 1.034121591654090793e+02 1.058654005131525651e+02 5.984379795820709091e+01
1.030513144663724887e+02 1.034031376492612821e+02 1.058561536481274601e+02 5.855253111444533687e+01
1.030425229245577299e+02 1.033943116677178296e+02 1.058471072038906868e+02 5.728258435463389731e+01
1.030339198892212380e+02 1.033856749318336625e+02 1.058382547342827138e+02 5.602126708737425531e+01
1.030254993617956956e+02 1.033772214194968342e+02 1.058295900666500415e+02 5.479885653843034277e+01
1.030172555955543032e+02 1.033689453614246361e+02 1.058211072874914862e+02 5.362696272845384016e+01
1.030091830825313082e+02 1.033608412280342321e+02 1.058128007289992638e+02 5.251667564494579921e+01
1.030012765412495668e+02 1.033529037171206255e+02 1.058046649564299884e+02 5.140160221328829948e+01
1.029935309051976589e+02 1.033451277422892360e+02 1.057966947562469358e+02 5.029674791904191267e+01
1.029859413120031064e+02 1.033375084220861879e+02 1.057888851249787336e+02 4.924778221512234921e+01
