splits_lda_cnone (eV), x_n_lda_cnone (eV), splits_lda_(eV), x_n_lda(eV), splits_pbe (eV), x_n_pbe (eV)
7.602230729459647e-7, 1.8585113503917448e-7, 1.8061906181566111e-6, 2.522942935877144e-7, 2.47796529570099e-7, 1.2836435466459508e-7 
0.003168607256968817, 0.0031650522187580297, 0.0021379245832913976, 0.0029532268277351875, 0.004330722241118256, 0.0037169794406953904 
0.05666937670047255, 0.056565296418207574, 0.03827378435782674, 0.05290045563723384, 0.07670877155738066, 0.06601450948891696 
0.08430890479493454, 0.08414120804345268, 0.05701653722557858, 0.07879402315765487, 0.11370042466730122, 0.09807260462749436 
0.11149309485851641, 0.11125311638449338, 0.07549645426798758, 0.10431613792141925, 0.14983862300495715, 0.12951957523800453 
0.13829068473621994, 0.13796883620491557, 0.0937684764660707, 0.12954033219914465, 0.18522702148488848, 0.16042796180174682 
0.16463241087231645, 0.1642119831971566, 0.11177643272266284, 0.15439257300960288, 0.21982528150714822, 0.1907411175362132 
0.19051794272661104, 0.18998378956642734, 0.12952322003046476, 0.17887549111602905, 0.25363176032048823, 0.22046741349001578 
0.006022095942857697, 0.006008403164365073, 0.004094939870295676, 0.005655356498156435, 0.28673791717292907, 0.2496498933495728 
0.2410430257149722, 0.2402321180619757, 0.16427672016099767, 0.2267841003179582, 0.3191345424364646, 0.27828057569092146 
0.26565838527109376, 0.26468181787994377, 0.18125839382789816, 0.25017804243492964, 0.35083377585340025, 0.30635659312803454 
0.0029402264628769935, 0.0029328092544359673, 0.0020014998583754566, 0.002762947647115566, 0.003928397799195769, 0.0034528855716879693 
0.313704969891982, 0.31234413798134014, 0.21450347656021085, 0.295937833220821, 0.41233452017012745, 0.3609733700157215 
0.337118003068754, 0.3355284875959223, 0.23074024813661484, 0.31826706265051496, 0.4421251933880061, 0.3874941721750832 
0.3601147004129558, 0.3582728833615949, 0.24671111063740103, 0.3402162076890523, 0.4712927356436242, 0.4134894742999229 
0.38272945561841576, 0.38060959394943406, 0.2624450706165195, 0.36182418347683426, 0.49988420694537367, 0.43899262662767663 
0.4049375684494996, 0.40251246046436717, 0.2779360141673311, 0.38308199381432567, 0.5278910488021291, 0.46398850667024755 
0.4266861435995617, 0.42392893618821575, 0.2931478796479229, 0.40394119979793924, 0.5553055481362126, 0.48845870695602966 
0.4479953127834802, 0.44487840908004755, 0.3080820351602306, 0.4244022184259548, 0.5821268459958667, 0.512401531143316 
0.46889631538070226, 0.4653921533003185, 0.32273935027344325, 0.4444653699446041, 0.6083676288685086, 0.5358226456528994 
0.4893922702033362, 0.48547235095170294, 0.33711825062136824, 0.46412711383803723, 0.6340427934728097, 0.5587255793994467 
0.002728116620184055, 0.0027183263503324367, 0.0018628752125814277, 0.002570730314009625, 0.6591796163378533, 0.5811070925375222 
0.5291799438588732, 0.5243409759107199, 0.36503377158351896, 0.502230365535595, 0.6837127895268517, 0.602974324943948 
0.5484742027897104, 0.5431312272513975, 0.3785654818502912, 0.5206624570463888, 0.70772562154872, 0.6243245638383504 
0.5673916005782428, 0.5615068299532195, 0.39190577938242166, 0.5387915076690476, 0.7312900118406167, 0.645227399612255 
0.5858881158817586, 0.5794287950618316, 0.4049502011588212, 0.5565075189264178, 0.7543214827380461, 0.6656100528098626 
0.603937026853241, 0.5968695089059055, 0.41770877054447186, 0.5738087583911099, 0.776813464073626, 0.6854556774562721 
0.6215765657194162, 0.6138685401508173, 0.4301675037365719, 0.5906714594171509, 0.7987768763462225, 0.7047756273195553 
0.6388025049360443, 0.6304218621845737, 0.44232275051600295, 0.607091394333533, 0.8202133593886408, 0.7235650351286834 
4.181869154584359e-5, 0.0004506285240757665, 0.007072336283339583, 0.009754279987023592, 0.8411127980580853, 0.7418039336021653 
0.6719893593991815, 0.6621363486223584, 0.008842475134628597, 0.01219535872731126, 0.8614963650234676, 0.7594928659552265 
0.6878966577411665, 0.6772928068556047, 0.47701263688051937, 0.6536965735169331, 0.8813531378019016, 0.7766413369690003 
0.7033577094815254, 0.691940935726237, 0.4879804495349943, 0.6683678195330969, 0.9006714034733639, 0.7931974895445002 
0.7184245050816418, 0.7061111299996786, 0.0024614639961658222, 0.004642696239842462, 1.0695084585348601e-5, 8.249641794270286e-5 
0.7329591037007108, 0.7198159888164114, 0.508931677834828, 0.6962909066574224, 0.937693296731806, 0.8245604309706569 
0.746978506032313, 0.7329265555992021, 0.5188971578458449, 0.709506381306791, 0.95538562232112, 0.8393401802850321 
0.7602820751088553, 0.7452940516027563, 0.5285082855908055, 0.7222366253851117, 0.9724801489023568, 0.853444168116268 
0.7732373838071489, 0.7572789506729763, 0.5378157361935416, 0.7345124426965233, 0.989007543938362, 0.866905776989418 
0.7859248534144113, 0.7689543252011971, 0.5468254043500771, 0.7463317936977966, 1.004972053303393, 0.879722663622499 
0.7981983851623113, 0.7801887233934521, 0.5555096096524528, 0.7576669388488835, 1.020267122345828, 0.8917804554460441 
0.8100687707087499, 0.7909887266357103, 0.5638576441739916, 0.76851397078285, 1.0349946782842032, 0.903175045354576 
