splits_lda_cnone (eV), x_n_lda_cnone (eV), splits_lda_(eV), x_n_lda(eV), splits_pbe (eV), x_n_pbe (eV)
0.0601558821197158, 0.060196751170172966, 4.1918411108765595e-8, 7.713125938308692e-8, 3.3976395455488363e-6, 3.0634276379557826e-6 
0.11621211979850136, 0.11617326025768758, 0.028344809735958185, 0.040800679254283906, 0.09994431993146882, 0.0884794698242276 
0.16651671375831845, 0.16639729122944805, 0.055748110829961436, 0.08023069328908258, 0.18641374067496536, 0.1651599922284637 
0.21326195648105428, 0.21301162335470558, 0.08150187501134748, 0.11726838975714664, 0.25888224931615583, 0.22950438040646956 
0.2566005642865694, 0.2561806661815925, 0.10638207079829112, 0.15304039438445113, 0.3224064602412763, 0.2859829762534352 
0.29489867191742253, 0.2942741536316537, 0.13034137145768385, 0.18747233263567364, 0.3785086846469349, 0.335941886650961 
0.33028972440945564, 0.32943647490965844, 0.1525350628434839, 0.21934194673257829, 0.42602538561148384, 0.3783368717360312 
0.364049214834496, 0.3629483532495012, 0.17380142893756806, 0.24985491405525093, 0.46857132739886753, 0.4163725882377087 
0.3959283462963121, 0.39455174358825573, 0.1946198287648426, 0.27971833744493135, 0.5082174300443019, 0.45188735610633635 
0.4258297454366601, 0.4241638985675773, 0.21476327095935988, 0.3085995832219093, 0.5448704717743794, 0.48479698104937485 
0.4525089680150044, 0.4505625260910692, 0.23411976356193187, 0.3363467579527145, 0.5787002601793365, 0.51524476853992 
0.4775897072101348, 0.4753597640513287, 0.2521226955887963, 0.36212501279818565, 0.6083715017580524, 0.5420278905450666 
0.5020355529947459, 0.49951892006966137, 0.26947308866185776, 0.3869561854121347, 0.6359322366551576, 0.5669685220167707 
0.5259011797561228, 0.5230842209224937, 0.28653499377001107, 0.4113676590976511, 0.6626150163238135, 0.5911728387964845 
0.5492320136033746, 0.5461069121061731, 0.30338154788982047, 0.43546550345250085, 0.6884527039427618, 0.6146669942178951 
0.5716470506970528, 0.5682143478045866, 0.32002792919262457, 0.4592713151813021, 0.7135399941365559, 0.6375358776205269 
0.5933452858353092, 0.5896034996384162, 0.3361640058563042, 0.4823370396186346, 0.7375211638211269, 0.6594561071049644 
0.612550041185627, 0.6085288257940386, 0.3519465887919309, 0.5048897235532679, 0.7606133844950475, 0.6806210416407029 
0.6315110208016538, 0.6272036037839961, 0.36653821613809756, 0.5257249529740567, 0.7808871913411443, 0.699275420459895 
0.6502755458489852, 0.6456758339139154, 0.3810307288014796, 0.5464160209040786, 0.80084709354241, 0.717682711798209 
0.6690904123583546, 0.664187412747323, 0.39543191159116786, 0.5669747264323811, 0.8205629621187731, 0.7359087526664817 
0.6878359870074092, 0.6826231675429523, 0.4098434665241315, 0.5875460266098923, 0.8401754845139994, 0.7540873485025067 
0.7063942508900475, 0.7008691718702711, 0.4242031164406023, 0.6080411717164247, 0.8596857978657046, 0.7722116158378484 
0.7247686902982596, 0.7189281055902353, 0.43847863210333504, 0.6284142309438343, 0.8789707000656684, 0.7901794808155941 
0.7429598183641725, 0.7368008366906347, 0.4526260106371365, 0.6486016508709319, 0.8980457732212876, 0.8079930579881855 
0.7606369489077703, 0.754163861663169, 0.4666173730840835, 0.66856369466292, 0.916901347879268, 0.8256484279788359 
0.7776456150741395, 0.7708669747297612, 0.48030716459365935, 0.6880921399483114, 0.9351820972630953, 0.8428171201130139 
0.7944954293338305, 0.7874098078993828, 0.49369268773712277, 0.7071842318398761, 0.9527150993659067, 0.8593380015948916 
0.8112459165428779, 0.8038503223744442, 0.5070103022309007, 0.7261809432853796, 0.9700478398868905, 0.875716215717642 
0.8275300931329924, 0.8198302757524785, 0.5202832116252089, 0.7451150331817973, 0.987247349302668, 0.8920138839357473 
0.8434538306099596, 0.8354537574548788, 0.5333546436738913, 0.7637614429599516, 1.0039245638648342, 0.9078687319884361 
0.8593313754630355, 0.8510284493757665, 0.5462726746448716, 0.7821893784232052, 1.0201999207525485, 0.9233910349985964 
0.8751141231487003, 0.8665068876624683, 0.5591718859265605, 0.8005927921503986, 1.0364112275168529, 0.9388948441799724 
0.8906744282556018, 0.8817655180868411, 0.5720292756639865, 0.8189392329988755, 1.0525092887032836, 0.9543344967777633 
0.9061190516887796, 0.896908194985334, 0.5847869096069428, 0.8371453505252687, 1.0683591946156779, 0.9695892642095922 
0.9214692594182919, 0.9119556692909466, 0.5974461067958342, 0.8552124805821761, 1.0840850518696594, 0.9847652680866062 
0.9363978636125784, 0.9265896370726913, 0.6100240705291275, 0.8731667742197096, 1.0997064401477434, 0.9998857961306143 
0.9512779263065375, 0.9411739607547239, 0.6223761407836591, 0.8907994817342755, 1.1148861075166718, 1.0146312301203098 
0.9661654684514862, 0.9557630403073625, 0.6346957171652823, 0.908396292913188, 1.1300097147653747, 1.0293667415924692 
0.9808877749314431, 0.9701889719890624, 0.6470231740638742, 0.926006812512178, 1.145134661916838, 1.0441478983430197 
