splits_lda_cnone (eV), x_n_lda_cnone (eV), splits_lda_(eV), x_n_lda(eV), splits_pbe (eV), x_n_pbe (eV)
0.01623093398793829, 0.016652145143102867, 0.010882847388973271, 0.015489593696879788, 0.021206520214462017, 0.018527253506310203 
0.05235919081829277, 0.05368686417059048, 0.035163733891638405, 0.05014893287760641, 0.06806336044349451, 0.05952384484650506 
0.03198348879278923, 0.03285106956257839, 0.021625504263177886, 0.030907303123629038, 0.041389043729021205, 0.03634560632716718 
0.00394173286254107, 0.004026014038722732, 0.002662848308767174, 0.003767186376088438, 0.005114437337481445, 0.004512227663145095 
0.039126729915763825, 0.03993195483086114, 0.026467533266410603, 0.03743515235859089, 0.050094058433502314, 0.04416040427268964 
0.04273245311690799, 0.04364718970292671, 0.02894790129797764, 0.04097006906199005, 0.0940833775929657, 0.08301963142682695 
0.10801756992338163, 0.11000295564572742, 0.005235976614025972, 0.007424014183713728, 0.13715687627210904, 0.1211420030482439 
0.08810652064386071, 0.08983632340265876, 0.018236285706973554, 0.025769352062772064, 0.11140085592427039, 0.09877807266683314 
0.0532526776496578, 0.0543687398456832, 0.03625017014867771, 0.05123653672747763, 0.06709303341488017, 0.059749733178118616 
0.018899483868494826, 0.019365025821358916, 0.012877841061628814, 0.01822851666593566, 0.2588749807576999, 0.22911090440950566 
0.014578047889798995, 0.014823178945239865, 0.010006067033041188, 0.014071067563863997, 0.2603028969677274, 0.230975935352068 
0.04723843237324532, 0.047970066565473174, 0.032340259454173625, 0.04545282881567735, 0.05887983345023735, 0.052792296301651415 
0.07936460881382845, 0.08057272850857063, 0.054397070214916576, 0.07646304579518498, 0.09860862889205663, 0.08851888928826451 
0.11056597717096861, 0.11209826724042386, 0.0758993399627147, 0.10661731252826419, 0.5331081846383356, 0.46684748123478675 
0.13805947557663112, 0.1388734968639172, 0.0717663559699625, 0.10054938094462416, 0.5672465291695701, 0.49699129968354966 
0.37459706092818634, 0.37239645469183336, 0.0267322822344504, 0.037699237899234385, 0.6024817261685316, 0.5284587294409268 
0.4009596262567494, 0.39775301746149777, 0.1317773545250023, 0.18281976397906705, 0.6558469801494248, 0.5743103860120273 
0.42763601694294917, 0.42360141981195176, 0.15031555568709046, 0.2081890317452258, 0.6636263837003914, 0.5820149047373331 
0.45668700184493916, 0.4526922087463952, 0.16987309307960533, 0.23540209623401157, 0.7165887338279547, 0.6277786787905384 
0.4837820177060874, 0.47941836787616643, 0.18842698966495836, 0.2609656336906507, 0.7464462831923309, 0.6541922883301904 
0.6139166234305146, 0.6061996711601538, 0.20611204788137885, 0.2851064388613836, 0.7761352479027052, 0.680556701350326 
0.5343528964272765, 0.5285503434543308, 0.2261247681795141, 0.31314598428629836, 0.8069701286126659, 0.7082745958032404 
0.6660555572480991, 0.6577363050428094, 0.24569502013238886, 0.3405553561466375, 0.8373349493913956, 0.7356431331638652 
0.6917050409894561, 0.6831695416484114, 0.26334434639394483, 0.36488422611399984, 0.8672404690474799, 0.7626718111193018 
0.7159421162551434, 0.7067614903449643, 0.2807870557883799, 0.3889326766028849, 0.8945230075187106, 0.7869872693652956 
0.7390142812474938, 0.7288468160949264, 0.29789104139970957, 0.41234687045961527, 0.9209287810245006, 0.8104773802489557 
0.7617845626388668, 0.7506337630150077, 0.31614147577252905, 0.4380214420959279, 0.9469016121950167, 0.8336277743980224 
0.7842339406358603, 0.7720987765438045, 0.3949390519535294, 0.5479330128543267, 0.9723599795569402, 0.8563392488823892 
0.8232693182037495, 0.8094388400711705, 0.41998922598309707, 0.5822931565253692, 0.9973103111936547, 0.8786170260482734 
0.7945689542725735, 0.7817481366982354, 0.43584102016367665, 0.6040011375716918, 1.0248720292314666, 0.9039372554028859 
0.7562731271940291, 0.7447298684588833, 0.4514997866547876, 0.6254729191776626, 1.0518269471093298, 0.9287829331347525 
0.8744293320323282, 0.8601793245216381, 0.46688676915082494, 0.6465220694936441, 1.0769195247063763, 0.9518241388848819 
0.8970290160605752, 0.8827227842369186, 0.4732481036746179, 0.6551567874240471, 1.10186526336883, 0.974834527974086 
0.9203998712265337, 0.9064869165946716, 0.4486500256608492, 0.6211931405442399, 1.1281253704606378, 0.9994069779098278 
0.9090979492152955, 0.896269058848522, 0.4272152247949661, 0.5922429050478178, 1.1526289948059187, 1.0222446075369056 
0.8706136045834247, 0.8591661764525798, 0.46281913055144375, 0.6411439747169954, 1.176387142227202, 1.04444219961038 
0.9845219757736556, 0.9705096917972023, 0.47863948995250905, 0.6633070345949026, 1.199733110902275, 1.066360442459517 
0.9917791599734423, 0.9781336076547078, 0.49451118780882153, 0.6856553163032146, 1.2235475073143927, 1.0889765955032675 
0.9266879795928322, 0.9151505856796419, 0.5111281471013109, 0.7092946712375182, 1.247817678819476, 1.1122969770365891 
